match_id,date,competition,home_team,away_team,home_goals,away_goals,result,status,league_name,home_elo,away_elo,elo_diff,home_expected_score,away_expected_score,home_elo_after,away_elo_after,elo_home_change,elo_away_change
E0_2324_206,2024-01-21,E0,Bournemouth,Liverpool,0,4,A,finished,Premier League,1513.2680771701027,1621.3846998228087,-108.11662265270593,0.45248515881034,0.54751484118966,1499.6935224057925,1634.959254587119,-13.574554764310278,13.574554764310278
I1_2324_202,2024-01-21,I1,Frosinone,Cagliari,3,1,H,finished,Serie A,1423.4847717006983,1445.4295145962137,-21.944742895515446,0.5757646497136171,0.42423535028638293,1436.2118322092897,1432.7024540876223,12.727060508591421,-12.727060508591421
I1_2324_203,2024-01-21,I1,Empoli,Monza,3,0,H,finished,Serie A,1392.0265887841979,1489.1946838239887,-97.16809503979084,0.4681407687127671,0.5318592312872329,1407.9823657228148,1473.2389068853718,15.955776938616964,-15.955776938616964
I1_2324_204,2024-01-21,I1,Salernitana,Genoa,1,2,A,finished,Serie A,1402.5102710834353,1477.8411770870553,-75.33090600361993,0.499523788124544,0.500476211875456,1387.524557439699,1492.8268907307915,-14.98571364373629,14.98571364373629
I1_2324_205,2024-01-21,I1,Lecce,Juventus,0,3,A,finished,Serie A,1456.9668710310716,1651.2134127032189,-194.24654167214726,0.33482586493267386,0.6651741350673261,1446.9220950830913,1661.2581886511991,-10.04477594798027,10.04477594798027
SP1_2324_202,2024-01-21,SP1,Osasuna,Getafe,3,2,H,finished,La Liga,1464.3811749846448,1507.7553093535244,-43.374134368879595,0.5453879892942869,0.4546120107057131,1478.0195353058161,1494.116949032353,13.638360321171376,-13.638360321171376
SP1_2324_203,2024-01-21,SP1,Real Madrid,Almeria,3,2,H,finished,La Liga,1647.4209829178224,1363.6259386880627,283.7950442297597,0.8874935100930198,0.1125064899069802,1650.7961776150319,1360.2507439908532,3.3751946972095084,-3.3751946972095084
SP1_2324_204,2024-01-21,SP1,Betis,Barcelona,2,4,A,finished,La Liga,1538.025709802923,1603.601935841721,-65.57622603879781,0.513558576047205,0.486441423952795,1522.618952521507,1619.008693123137,-15.406757281416048,15.406757281416048
SP1_2324_205,2024-01-21,SP1,Girona,Sevilla,5,1,H,finished,La Liga,1641.9740621049727,1413.5738135930046,228.40024851196813,0.8515123512103632,0.14848764878963683,1646.4286915686619,1409.1191841293155,4.454629463689116,-4.454629463689116
E0_2324_207,2024-01-22,E0,Brighton,Wolves,0,0,D,finished,Premier League,1527.839840982009,1509.4113872503203,18.428453731688705,0.6313045462456532,0.36869545375434676,1523.9007045946394,1513.35052363769,-3.939136387369672,3.939136387369672
